filename,label,label_name,eccentricity,roundness,cell_type,weights
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_2270_1_41_51.tif,3.0,NIH3T3_4,0.0,1.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D002_nucleus_2654_2182_2_13.tif,1.0,NIH3T3_2,0.0,0.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D003_nucleus_1358_598_29_41.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_1990_670_33_41.tif,2.0,NIH3T3_3,0.0,0.0,0.0,0.0
NIH3T3_1/MN1_488epcam_568vim_D003_nucleus_159_247_6_15.tif,0.0,NIH3T3_1,0.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_1352_2429_4_17.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D003_nucleus_1256_1883_13_23.tif,1.0,NIH3T3_2,1.0,0.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D001_nucleus_2837_1768_17_29.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D003_nucleus_623_1084_13_25.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_775_959_0_9.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_1/MN1_488epcam_568vim_D005_nucleus_2605_1298_31_50.tif,0.0,NIH3T3_1,0.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_996_2047_5_16.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D004_nucleus_1074_2825_27_38.tif,1.0,NIH3T3_2,0.0,0.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_540_1_21_32.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_742_2342_8_20.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_2558_367_44_51.tif,2.0,NIH3T3_3,1.0,0.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D001_nucleus_2281_2481_24_34.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_1603_2117_0_10.tif,3.0,NIH3T3_4,1.0,0.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D003_nucleus_915_235_22_33.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_13_2029_32_39.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_1/MN1_488epcam_568vim_D002_nucleus_355_494_10_25.tif,0.0,NIH3T3_1,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D003_nucleus_298_679_45_51.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_1/MN1_488epcam_568vim_D005_nucleus_2100_1363_3_16.tif,0.0,NIH3T3_1,0.0,0.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D004_nucleus_290_314_20_31.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_1559_585_30_42.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D001_nucleus_383_1109_13_30.tif,1.0,NIH3T3_2,0.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_2095_1642_19_35.tif,3.0,NIH3T3_4,0.0,1.0,0.0,1.0
NIH3T3_1/MN1_488epcam_568vim_D005_nucleus_606_481_2_15.tif,0.0,NIH3T3_1,0.0,0.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_351_2938_9_17.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D002_nucleus_724_2028_4_15.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D005_nucleus_1233_861_34_47.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D003_nucleus_2453_2289_17_29.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D003_nucleus_80_2194_13_22.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_1/MN1_488epcam_568vim_D004_nucleus_2574_1012_27_46.tif,0.0,NIH3T3_1,1.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_318_160_36_46.tif,3.0,NIH3T3_4,0.0,1.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_743_2082_1_12.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_1056_2310_2_12.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_1464_858_36_51.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_1294_1842_14_28.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D003_nucleus_923_1649_23_32.tif,2.0,NIH3T3_3,0.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_1614_2828_20_30.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_586_1534_3_15.tif,3.0,NIH3T3_4,1.0,0.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_1009_2344_2_12.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D002_nucleus_1083_1629_29_43.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_1683_1036_20_32.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_1/MN1_488epcam_568vim_D001_nucleus_55_1502_16_17.tif,0.0,NIH3T3_1,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_507_804_6_21.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D002_nucleus_2114_2182_4_15.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_959_2453_21_29.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_2914_2637_30_39.tif,2.0,NIH3T3_3,0.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_165_1893_22_31.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_2282_945_2_10.tif,3.0,NIH3T3_4,1.0,0.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_753_1445_4_29.tif,3.0,NIH3T3_4,0.0,1.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D004_nucleus_1380_2949_17_28.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D003_nucleus_650_1775_30_48.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_115_2522_0_10.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_2572_233_21_30.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_1/MN1_488epcam_568vim_D001_nucleus_1239_2765_50_65.tif,0.0,NIH3T3_1,1.0,0.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_944_2233_3_12.tif,2.0,NIH3T3_3,0.0,0.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D005_nucleus_2719_295_28_40.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_427_1735_0_9.tif,3.0,NIH3T3_4,1.0,0.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_2733_2209_44_51.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D001_nucleus_2331_123_11_21.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_2020_807_18_28.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D003_nucleus_2394_1179_22_33.tif,3.0,NIH3T3_4,1.0,0.0,0.0,1.0
NIH3T3_1/MN1_488epcam_568vim_D002_nucleus_1309_270_6_18.tif,0.0,NIH3T3_1,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_187_333_6_16.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D005_nucleus_733_2496_25_35.tif,1.0,NIH3T3_2,1.0,0.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_384_1155_22_32.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D001_nucleus_2346_1107_4_12.tif,1.0,NIH3T3_2,1.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_655_368_9_22.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D005_nucleus_491_53_16_24.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D003_nucleus_1596_2222_26_44.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D001_nucleus_2516_2619_30_38.tif,1.0,NIH3T3_2,0.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D003_nucleus_1658_1115_8_21.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_1/MN1_488epcam_568vim_D004_nucleus_831_1923_38_50.tif,0.0,NIH3T3_1,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_1831_2506_21_33.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_2418_199_37_48.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_1243_2469_20_35.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_1897_2336_30_48.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_1573_1989_12_23.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D003_nucleus_1873_1799_2_12.tif,2.0,NIH3T3_3,1.0,0.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D003_nucleus_200_1304_25_38.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D004_nucleus_2387_1777_20_32.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_1343_2351_1_13.tif,2.0,NIH3T3_3,0.0,0.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_1311_2211_8_20.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D004_nucleus_2856_1996_30_42.tif,1.0,NIH3T3_2,1.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D003_nucleus_1457_2315_41_51.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_1487_2626_38_50.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D003_nucleus_790_476_62_71.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_2122_115_25_31.tif,2.0,NIH3T3_3,0.0,0.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_359_1190_15_26.tif,2.0,NIH3T3_3,0.0,0.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D002_nucleus_296_1466_13_24.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_1771_2656_17_33.tif,3.0,NIH3T3_4,0.0,1.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_1175_60_33_45.tif,2.0,NIH3T3_3,1.0,0.0,0.0,0.0
NIH3T3_1/MN1_488epcam_568vim_D005_nucleus_1218_377_29_44.tif,0.0,NIH3T3_1,0.0,0.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D003_nucleus_8_1373_67_71.tif,1.0,NIH3T3_2,0.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D002_nucleus_2871_1462_14_29.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D001_nucleus_2512_1414_3_12.tif,1.0,NIH3T3_2,0.0,0.0,0.0,0.0
NIH3T3_1/MN1_488epcam_568vim_D004_nucleus_1011_1579_7_20.tif,0.0,NIH3T3_1,0.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D003_nucleus_1677_2045_0_6.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_1902_782_40_51.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D004_nucleus_411_1291_11_22.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_1036_826_3_16.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D003_nucleus_2207_1533_40_51.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_2662_1227_35_46.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_1419_639_36_50.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_1/MN1_488epcam_568vim_D004_nucleus_1678_1273_7_19.tif,0.0,NIH3T3_1,0.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D003_nucleus_2553_530_19_28.tif,2.0,NIH3T3_3,0.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D003_nucleus_2888_782_23_36.tif,3.0,NIH3T3_4,0.0,1.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D003_nucleus_1410_1650_2_13.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D003_nucleus_1336_801_7_24.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_960_1973_25_38.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_1/MN1_488epcam_568vim_D001_nucleus_2104_899_30_47.tif,0.0,NIH3T3_1,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_476_1_2_12.tif,3.0,NIH3T3_4,0.0,1.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_899_2683_15_30.tif,3.0,NIH3T3_4,1.0,0.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D003_nucleus_1652_1010_21_32.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D002_nucleus_1945_2493_9_23.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D003_nucleus_1411_2836_21_32.tif,2.0,NIH3T3_3,1.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D003_nucleus_759_1132_4_17.tif,3.0,NIH3T3_4,1.0,0.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_2532_1353_0_6.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D003_nucleus_882_2141_30_40.tif,1.0,NIH3T3_2,0.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_1953_662_21_29.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_2639_2275_13_24.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_1/MN1_488epcam_568vim_D001_nucleus_1513_2164_10_25.tif,0.0,NIH3T3_1,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D001_nucleus_1_1581_11_19.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_532_1064_0_15.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_1748_2048_1_10.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_958_2721_0_7.tif,2.0,NIH3T3_3,1.0,0.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D003_nucleus_648_1217_42_51.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D005_nucleus_2817_2815_18_32.tif,1.0,NIH3T3_2,1.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D003_nucleus_2566_820_39_51.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_2524_485_40_51.tif,2.0,NIH3T3_3,1.0,0.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_2531_2483_19_29.tif,2.0,NIH3T3_3,1.0,0.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D003_nucleus_953_2588_26_35.tif,2.0,NIH3T3_3,0.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D003_nucleus_1370_800_19_32.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_591_1646_27_39.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_2010_653_20_29.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_1272_1080_1_14.tif,3.0,NIH3T3_4,1.0,0.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D003_nucleus_2015_248_34_45.tif,1.0,NIH3T3_2,0.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_1188_880_0_10.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_2237_2936_5_16.tif,3.0,NIH3T3_4,0.0,1.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D001_nucleus_244_215_25_36.tif,1.0,NIH3T3_2,1.0,0.0,0.0,0.0
NIH3T3_1/MN1_488epcam_568vim_D002_nucleus_2470_1051_59_71.tif,0.0,NIH3T3_1,0.0,0.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_2804_226_31_36.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_2839_371_34_42.tif,2.0,NIH3T3_3,0.0,0.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D002_nucleus_2605_2050_42_55.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D005_nucleus_1419_2174_24_34.tif,1.0,NIH3T3_2,0.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D003_nucleus_881_1095_37_50.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D005_nucleus_1551_2939_29_40.tif,1.0,NIH3T3_2,0.0,0.0,0.0,0.0
NIH3T3_1/MN1_488epcam_568vim_D002_nucleus_592_54_31_43.tif,0.0,NIH3T3_1,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_1313_180_16_26.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D001_nucleus_521_759_27_35.tif,1.0,NIH3T3_2,1.0,0.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D001_nucleus_2883_318_32_41.tif,2.0,NIH3T3_3,0.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_1412_702_10_21.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_1658_1099_34_48.tif,2.0,NIH3T3_3,0.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_2606_2253_12_21.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D003_nucleus_2359_577_25_36.tif,3.0,NIH3T3_4,1.0,0.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D003_nucleus_2133_2708_3_15.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_1/MN1_488epcam_568vim_D004_nucleus_1380_291_14_27.tif,0.0,NIH3T3_1,0.0,0.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D004_nucleus_1971_958_60_71.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D005_nucleus_2736_105_38_53.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D002_nucleus_1657_1339_8_22.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_2182_78_37_47.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_2/MN2_488epcam_568vim_D003_nucleus_2546_2843_24_38.tif,1.0,NIH3T3_2,0.0,0.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_1119_1716_29_43.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_2551_2092_30_43.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_2623_460_35_45.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_3/MN3_488epcam_568vim_D003_nucleus_2082_1708_2_11.tif,2.0,NIH3T3_3,0.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D003_nucleus_2750_1346_4_14.tif,1.0,NIH3T3_2,1.0,0.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D003_nucleus_648_668_14_25.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D001_nucleus_183_473_28_36.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
NIH3T3_4/MN4_488epcam_568vim_D003_nucleus_864_1502_5_18.tif,3.0,NIH3T3_4,0.0,0.0,0.0,1.0
NIH3T3_4/MN4_488epcam_568vim_D001_nucleus_482_1306_0_12.tif,3.0,NIH3T3_4,1.0,1.0,0.0,1.0
NIH3T3_3/MN3_488epcam_568vim_D002_nucleus_649_2172_17_28.tif,2.0,NIH3T3_3,1.0,1.0,0.0,0.0
NIH3T3_2/MN2_488epcam_568vim_D003_nucleus_2853_616_2_14.tif,1.0,NIH3T3_2,1.0,1.0,0.0,0.0
