filename,label,labelname
NIH3T3_3S/8_N3_568Vim_D001_nucleus_1383_721_35_47.tif,7.0,NIH3T3_3S
NIH3T3_5/12_MN5_488epcam_568vim_D003_nucleus_2615_1366_3_8.tif,10.0,NIH3T3_5
NIH3T3_3S/8_N3_568Vim_D003_nucleus_538_2945_0_8.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2335_65_3_8.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_235_195_4_10.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2409_1365_6_14.tif,7.0,NIH3T3_3S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_254_1206_15_19.tif,8.0,NIH3T3_5S
NIH3T3_2/6_MN2_488epcam_568vim_D003_nucleus_1623_2438_36_43.tif,13.0,NIH3T3_2
MCF7_3S/7_M3_488epcam_D001_nucleus_6_859_8_20.tif,11.0,MCF7_3S
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_2025_2684_10_19.tif,15.0,NIH3T3_3
NIH3T3_1S/2_N1_568Vim_D002_nucleus_2812_1427_42_50.tif,2.0,NIH3T3_1S
NIH3T3_1S/2_N1_568Vim_D002_nucleus_2156_598_23_36.tif,2.0,NIH3T3_1S
MCF7_3S/7_M3_488epcam_D001_nucleus_669_932_18_26.tif,11.0,MCF7_3S
NIH3T3_1/3_MN1_488epcam_568vim_D001_nucleus_889_1107_14_24.tif,9.0,NIH3T3_1
NIH3T3_2S/5_N2_568Vim_D001_nucleus_2502_314_17_26.tif,4.0,NIH3T3_2S
MCF7_5S/10_M5_488epcam_D001_nucleus_1058_348_0_7.tif,14.0,MCF7_5S
NIH3T3_5S/11_N5_568Vim_D002_nucleus_1403_2686_12_18.tif,8.0,NIH3T3_5S
NIH3T3_3S/8_N3_568Vim_D003_nucleus_1195_956_0_6.tif,7.0,NIH3T3_3S
MCF7_2S/4_M2_488epcam_D001_nucleus_415_84_2_12.tif,6.0,MCF7_2S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_1985_766_16_22.tif,4.0,NIH3T3_2S
NIH3T3_1/3_MN1_488epcam_568vim_D001_nucleus_729_321_27_34.tif,9.0,NIH3T3_1
NIH3T3_1/3_MN1_488epcam_568vim_D001_nucleus_1198_1964_50_58.tif,9.0,NIH3T3_1
NIH3T3_5S/11_N5_568Vim_D001_nucleus_2065_1421_0_4.tif,8.0,NIH3T3_5S
NIH3T3_1S/2_N1_568Vim_D002_nucleus_1313_369_25_34.tif,2.0,NIH3T3_1S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_1234_2826_22_35.tif,7.0,NIH3T3_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_376_649_2_9.tif,14.0,MCF7_5S
MCF7_1S/1_M1_488epcam_D003_nucleus_208_501_31_46.tif,3.0,MCF7_1S
NIH3T3_5/12_MN5_488epcam_568vim_D002_nucleus_1426_509_46_50.tif,10.0,NIH3T3_5
NIH3T3_2/6_MN2_488epcam_568vim_D002_nucleus_1090_920_23_32.tif,13.0,NIH3T3_2
NIH3T3_2S/5_N2_568Vim_D001_nucleus_139_2316_20_29.tif,4.0,NIH3T3_2S
NIH3T3_2/6_MN2_488epcam_568vim_D001_nucleus_2881_152_43_50.tif,13.0,NIH3T3_2
MCF7_5/12_MN5_488epcam_568vim_D002_nucleus_924_2342_0_6.tif,1.0,MCF7_5
NIH3T3_2/6_MN2_488epcam_568vim_D003_nucleus_2867_745_38_43.tif,13.0,NIH3T3_2
NIH3T3_2S/5_N2_568Vim_D003_nucleus_1557_1342_23_32.tif,4.0,NIH3T3_2S
MCF7_2S/4_M2_488epcam_D001_nucleus_626_878_10_21.tif,6.0,MCF7_2S
MCF7_3S/7_M3_488epcam_D002_nucleus_626_549_13_24.tif,11.0,MCF7_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_1559_1915_0_9.tif,14.0,MCF7_5S
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_746_2027_40_48.tif,15.0,NIH3T3_3
MCF7_3S/7_M3_488epcam_D003_nucleus_345_456_22_30.tif,11.0,MCF7_3S
MCF7_3S/7_M3_488epcam_D001_nucleus_174_395_16_28.tif,11.0,MCF7_3S
NIH3T3_2/6_MN2_488epcam_568vim_D002_nucleus_1_2649_19_26.tif,13.0,NIH3T3_2
MCF7_2S/4_M2_488epcam_D001_nucleus_493_407_10_23.tif,6.0,MCF7_2S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_901_1333_16_26.tif,4.0,NIH3T3_2S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_2289_2749_0_8.tif,7.0,NIH3T3_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_377_712_3_16.tif,14.0,MCF7_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_1051_1099_19_32.tif,14.0,MCF7_5S
MCF7_3/9_MN3_488epcam_568vim_D001_nucleus_1503_1396_14_31.tif,5.0,MCF7_3
NIH3T3_5S/11_N5_568Vim_D001_nucleus_672_1057_23_31.tif,8.0,NIH3T3_5S
MCF7_3S/7_M3_488epcam_D003_nucleus_592_538_24_37.tif,11.0,MCF7_3S
NIH3T3_5S/11_N5_568Vim_D002_nucleus_1400_1796_3_11.tif,8.0,NIH3T3_5S
NIH3T3_3S/8_N3_568Vim_D003_nucleus_1337_1200_3_11.tif,7.0,NIH3T3_3S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_254_2875_0_5.tif,8.0,NIH3T3_5S
MCF7_5/12_MN5_488epcam_568vim_D001_nucleus_868_1020_28_38.tif,1.0,MCF7_5
NIH3T3_5S/11_N5_568Vim_D001_nucleus_1105_2246_15_26.tif,8.0,NIH3T3_5S
NIH3T3_5/12_MN5_488epcam_568vim_D002_nucleus_641_1456_43_49.tif,10.0,NIH3T3_5
MCF7_5S/10_M5_488epcam_D001_nucleus_9_751_0_10.tif,14.0,MCF7_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_224_1564_11_17.tif,14.0,MCF7_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_163_1607_3_14.tif,14.0,MCF7_5S
MCF7_5/12_MN5_488epcam_568vim_D002_nucleus_467_1210_36_46.tif,1.0,MCF7_5
NIH3T3_5S/11_N5_568Vim_D001_nucleus_59_925_22_26.tif,8.0,NIH3T3_5S
NIH3T3_3S/8_N3_568Vim_D003_nucleus_1501_2698_32_42.tif,7.0,NIH3T3_3S
NIH3T3_1/3_MN1_488epcam_568vim_D002_nucleus_2532_2944_26_38.tif,9.0,NIH3T3_1
NIH3T3_2S/5_N2_568Vim_D001_nucleus_1946_335_14_20.tif,4.0,NIH3T3_2S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_631_1112_25_33.tif,4.0,NIH3T3_2S
MCF7_3/9_MN3_488epcam_568vim_D001_nucleus_1496_1641_10_22.tif,5.0,MCF7_3
NIH3T3_2S/5_N2_568Vim_D001_nucleus_2087_1141_16_27.tif,4.0,NIH3T3_2S
MCF7_5S/10_M5_488epcam_D001_nucleus_148_956_6_16.tif,14.0,MCF7_5S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_2717_1977_6_10.tif,8.0,NIH3T3_5S
NIH3T3_3S/8_N3_568Vim_D003_nucleus_948_2490_33_43.tif,7.0,NIH3T3_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_262_593_6_15.tif,14.0,MCF7_5S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2279_1062_0_5.tif,7.0,NIH3T3_3S
MCF7_2S/4_M2_488epcam_D002_nucleus_499_809_18_29.tif,6.0,MCF7_2S
NIH3T3_2/6_MN2_488epcam_568vim_D001_nucleus_2822_1003_30_39.tif,13.0,NIH3T3_2
MCF7_5/12_MN5_488epcam_568vim_D001_nucleus_667_716_35_47.tif,1.0,MCF7_5
MCF7_2S/4_M2_488epcam_D002_nucleus_555_917_8_18.tif,6.0,MCF7_2S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_58_2095_14_22.tif,4.0,NIH3T3_2S
MCF7_3S/7_M3_488epcam_D003_nucleus_249_106_13_24.tif,11.0,MCF7_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_1604_1063_0_6.tif,14.0,MCF7_5S
MCF7_2/6_MN2_488epcam_568vim_D001_nucleus_1392_1431_0_12.tif,12.0,MCF7_2
NIH3T3_5S/11_N5_568Vim_D003_nucleus_1093_458_6_14.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_407_373_2_12.tif,14.0,MCF7_5S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_1_510_30_37.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_647_1035_8_13.tif,7.0,NIH3T3_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_139_280_0_9.tif,14.0,MCF7_5S
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_1439_1620_13_20.tif,10.0,NIH3T3_5
NIH3T3_5S/11_N5_568Vim_D001_nucleus_785_1732_23_31.tif,8.0,NIH3T3_5S
NIH3T3_2S/5_N2_568Vim_D003_nucleus_2123_2765_12_18.tif,4.0,NIH3T3_2S
NIH3T3_2/6_MN2_488epcam_568vim_D002_nucleus_1173_2730_42_50.tif,13.0,NIH3T3_2
NIH3T3_5S/11_N5_568Vim_D001_nucleus_1288_1529_6_14.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_372_664_9_17.tif,14.0,MCF7_5S
MCF7_3S/7_M3_488epcam_D001_nucleus_284_438_18_28.tif,11.0,MCF7_3S
MCF7_2S/4_M2_488epcam_D003_nucleus_596_589_5_20.tif,6.0,MCF7_2S
NIH3T3_1/3_MN1_488epcam_568vim_D002_nucleus_2055_155_36_44.tif,9.0,NIH3T3_1
NIH3T3_2S/5_N2_568Vim_D002_nucleus_2421_2407_12_19.tif,4.0,NIH3T3_2S
NIH3T3_2/6_MN2_488epcam_568vim_D003_nucleus_2167_896_36_47.tif,13.0,NIH3T3_2
MCF7_1S/1_M1_488epcam_D001_nucleus_498_641_3_15.tif,3.0,MCF7_1S
MCF7_5S/10_M5_488epcam_D001_nucleus_557_952_24_32.tif,14.0,MCF7_5S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2058_145_0_5.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2447_2112_0_5.tif,7.0,NIH3T3_3S
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_2193_1847_6_11.tif,15.0,NIH3T3_3
MCF7_5S/10_M5_488epcam_D001_nucleus_464_1585_1_8.tif,14.0,MCF7_5S
MCF7_3/9_MN3_488epcam_568vim_D001_nucleus_2011_246_46_50.tif,5.0,MCF7_3
NIH3T3_3S/8_N3_568Vim_D001_nucleus_1510_1_36_48.tif,7.0,NIH3T3_3S
MCF7_2S/4_M2_488epcam_D001_nucleus_762_683_15_25.tif,6.0,MCF7_2S
NIH3T3_2/6_MN2_488epcam_568vim_D002_nucleus_2848_1803_35_42.tif,13.0,NIH3T3_2
NIH3T3_5S/11_N5_568Vim_D003_nucleus_2485_1062_14_23.tif,8.0,NIH3T3_5S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_350_1800_15_21.tif,4.0,NIH3T3_2S
MCF7_5S/10_M5_488epcam_D001_nucleus_1079_87_0_15.tif,14.0,MCF7_5S
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_2449_969_32_40.tif,15.0,NIH3T3_3
MCF7_5S/10_M5_488epcam_D001_nucleus_658_1954_3_15.tif,14.0,MCF7_5S
MCF7_2/6_MN2_488epcam_568vim_D002_nucleus_2592_1026_11_26.tif,12.0,MCF7_2
NIH3T3_5S/11_N5_568Vim_D002_nucleus_1369_1765_12_24.tif,8.0,NIH3T3_5S
NIH3T3_3S/8_N3_568Vim_D003_nucleus_232_2109_13_22.tif,7.0,NIH3T3_3S
NIH3T3_2/6_MN2_488epcam_568vim_D001_nucleus_25_322_32_40.tif,13.0,NIH3T3_2
NIH3T3_3S/8_N3_568Vim_D001_nucleus_186_869_6_15.tif,7.0,NIH3T3_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_678_797_18_32.tif,14.0,MCF7_5S
NIH3T3_5S/11_N5_568Vim_D002_nucleus_2133_983_6_14.tif,8.0,NIH3T3_5S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_2478_913_8_15.tif,4.0,NIH3T3_2S
NIH3T3_5S/11_N5_568Vim_D002_nucleus_1164_374_16_24.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_853_1350_28_40.tif,14.0,MCF7_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_240_1603_8_18.tif,14.0,MCF7_5S
MCF7_1S/1_M1_488epcam_D001_nucleus_627_600_4_19.tif,3.0,MCF7_1S
NIH3T3_2/6_MN2_488epcam_568vim_D002_nucleus_1020_1945_35_46.tif,13.0,NIH3T3_2
MCF7_2S/4_M2_488epcam_D003_nucleus_493_682_22_30.tif,6.0,MCF7_2S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_2676_2495_19_30.tif,4.0,NIH3T3_2S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_1376_115_4_9.tif,8.0,NIH3T3_5S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_1786_2324_1_8.tif,8.0,NIH3T3_5S
MCF7_3S/7_M3_488epcam_D003_nucleus_492_669_36_47.tif,11.0,MCF7_3S
MCF7_5/12_MN5_488epcam_568vim_D002_nucleus_21_477_39_50.tif,1.0,MCF7_5
MCF7_5/12_MN5_488epcam_568vim_D001_nucleus_618_518_35_47.tif,1.0,MCF7_5
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2500_2820_23_31.tif,7.0,NIH3T3_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_26_911_8_16.tif,14.0,MCF7_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_566_1339_19_27.tif,14.0,MCF7_5S
NIH3T3_2S/5_N2_568Vim_D003_nucleus_2327_699_8_16.tif,4.0,NIH3T3_2S
NIH3T3_3S/8_N3_568Vim_D003_nucleus_2261_2810_0_6.tif,7.0,NIH3T3_3S
MCF7_3S/7_M3_488epcam_D003_nucleus_169_676_23_32.tif,11.0,MCF7_3S
MCF7_2S/4_M2_488epcam_D001_nucleus_415_149_0_7.tif,6.0,MCF7_2S
MCF7_5/12_MN5_488epcam_568vim_D002_nucleus_91_2537_0_6.tif,1.0,MCF7_5
MCF7_5S/10_M5_488epcam_D001_nucleus_1422_749_0_12.tif,14.0,MCF7_5S
MCF7_5/12_MN5_488epcam_568vim_D001_nucleus_754_1153_41_50.tif,1.0,MCF7_5
NIH3T3_2S/5_N2_568Vim_D003_nucleus_2831_2415_27_36.tif,4.0,NIH3T3_2S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_141_86_16_24.tif,7.0,NIH3T3_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_785_1409_0_8.tif,14.0,MCF7_5S
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_1790_2324_33_41.tif,10.0,NIH3T3_5
NIH3T3_3S/8_N3_568Vim_D002_nucleus_1338_2537_10_19.tif,7.0,NIH3T3_3S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_1463_250_5_9.tif,8.0,NIH3T3_5S
NIH3T3_5/12_MN5_488epcam_568vim_D002_nucleus_144_1458_39_48.tif,10.0,NIH3T3_5
MCF7_5S/10_M5_488epcam_D001_nucleus_596_1413_1_9.tif,14.0,MCF7_5S
NIH3T3_5/12_MN5_488epcam_568vim_D002_nucleus_764_2639_15_22.tif,10.0,NIH3T3_5
NIH3T3_2S/5_N2_568Vim_D003_nucleus_1348_2259_43_50.tif,4.0,NIH3T3_2S
MCF7_2/6_MN2_488epcam_568vim_D001_nucleus_1605_1534_25_37.tif,12.0,MCF7_2
MCF7_2/6_MN2_488epcam_568vim_D003_nucleus_373_2292_3_16.tif,12.0,MCF7_2
NIH3T3_3S/8_N3_568Vim_D003_nucleus_1327_1083_6_13.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_1968_2314_3_10.tif,7.0,NIH3T3_3S
NIH3T3_1S/2_N1_568Vim_D001_nucleus_204_2422_3_12.tif,2.0,NIH3T3_1S
NIH3T3_2S/5_N2_568Vim_D003_nucleus_100_135_23_29.tif,4.0,NIH3T3_2S
MCF7_5S/10_M5_488epcam_D001_nucleus_213_1421_1_7.tif,14.0,MCF7_5S
NIH3T3_5/12_MN5_488epcam_568vim_D002_nucleus_1387_887_41_47.tif,10.0,NIH3T3_5
MCF7_3S/7_M3_488epcam_D002_nucleus_572_456_13_23.tif,11.0,MCF7_3S
MCF7_5/12_MN5_488epcam_568vim_D002_nucleus_153_480_42_50.tif,1.0,MCF7_5
NIH3T3_5S/11_N5_568Vim_D001_nucleus_304_2573_18_32.tif,8.0,NIH3T3_5S
NIH3T3_1S/2_N1_568Vim_D003_nucleus_2898_861_12_21.tif,2.0,NIH3T3_1S
MCF7_3S/7_M3_488epcam_D001_nucleus_558_77_5_13.tif,11.0,MCF7_3S
NIH3T3_2/6_MN2_488epcam_568vim_D001_nucleus_1842_1207_46_50.tif,13.0,NIH3T3_2
NIH3T3_1S/2_N1_568Vim_D001_nucleus_1708_639_30_40.tif,2.0,NIH3T3_1S
NIH3T3_1/3_MN1_488epcam_568vim_D002_nucleus_1051_2301_31_39.tif,9.0,NIH3T3_1
NIH3T3_3S/8_N3_568Vim_D001_nucleus_277_1160_12_23.tif,7.0,NIH3T3_3S
MCF7_2S/4_M2_488epcam_D001_nucleus_329_894_10_19.tif,6.0,MCF7_2S
MCF7_2/6_MN2_488epcam_568vim_D002_nucleus_2441_327_1_12.tif,12.0,MCF7_2
NIH3T3_5S/11_N5_568Vim_D002_nucleus_1227_1066_17_24.tif,8.0,NIH3T3_5S
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_2748_665_46_50.tif,15.0,NIH3T3_3
NIH3T3_2S/5_N2_568Vim_D002_nucleus_2404_1214_21_33.tif,4.0,NIH3T3_2S
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_1467_2791_8_14.tif,15.0,NIH3T3_3
NIH3T3_3S/8_N3_568Vim_D001_nucleus_500_2181_33_42.tif,7.0,NIH3T3_3S
NIH3T3_2S/5_N2_568Vim_D002_nucleus_2923_588_11_21.tif,4.0,NIH3T3_2S
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2888_132_41_47.tif,7.0,NIH3T3_3S
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_1252_2300_18_23.tif,15.0,NIH3T3_3
NIH3T3_2/6_MN2_488epcam_568vim_D002_nucleus_894_2473_12_21.tif,13.0,NIH3T3_2
NIH3T3_3S/8_N3_568Vim_D001_nucleus_416_1130_13_20.tif,7.0,NIH3T3_3S
MCF7_5/12_MN5_488epcam_568vim_D001_nucleus_1202_891_8_19.tif,1.0,MCF7_5
NIH3T3_5S/11_N5_568Vim_D003_nucleus_759_2241_7_14.tif,8.0,NIH3T3_5S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_331_123_10_16.tif,7.0,NIH3T3_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_561_1430_6_16.tif,14.0,MCF7_5S
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_2243_2316_1_8.tif,10.0,NIH3T3_5
NIH3T3_2S/5_N2_568Vim_D003_nucleus_1347_890_18_27.tif,4.0,NIH3T3_2S
MCF7_2/6_MN2_488epcam_568vim_D002_nucleus_2922_425_6_18.tif,12.0,MCF7_2
NIH3T3_5S/11_N5_568Vim_D003_nucleus_1726_80_25_34.tif,8.0,NIH3T3_5S
NIH3T3_3S/8_N3_568Vim_D003_nucleus_1592_1080_6_13.tif,7.0,NIH3T3_3S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_1085_1646_21_28.tif,8.0,NIH3T3_5S
NIH3T3_2S/5_N2_568Vim_D001_nucleus_12_2487_14_21.tif,4.0,NIH3T3_2S
MCF7_5/12_MN5_488epcam_568vim_D001_nucleus_1572_1143_0_8.tif,1.0,MCF7_5
NIH3T3_5S/11_N5_568Vim_D003_nucleus_1777_2011_8_14.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_317_1469_0_10.tif,14.0,MCF7_5S
MCF7_3/9_MN3_488epcam_568vim_D001_nucleus_1193_1859_20_34.tif,5.0,MCF7_3
MCF7_3S/7_M3_488epcam_D001_nucleus_506_294_17_25.tif,11.0,MCF7_3S
MCF7_2/6_MN2_488epcam_568vim_D002_nucleus_2538_615_6_20.tif,12.0,MCF7_2
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_2902_551_22_34.tif,10.0,NIH3T3_5
NIH3T3_2S/5_N2_568Vim_D003_nucleus_2529_676_27_36.tif,4.0,NIH3T3_2S
MCF7_5S/10_M5_488epcam_D001_nucleus_268_550_3_14.tif,14.0,MCF7_5S
NIH3T3_1/3_MN1_488epcam_568vim_D001_nucleus_1758_2524_51_57.tif,9.0,NIH3T3_1
NIH3T3_3S/8_N3_568Vim_D001_nucleus_1123_135_13_18.tif,7.0,NIH3T3_3S
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_1497_1379_18_24.tif,10.0,NIH3T3_5
MCF7_5S/10_M5_488epcam_D001_nucleus_447_1069_2_18.tif,14.0,MCF7_5S
NIH3T3_2S/5_N2_568Vim_D002_nucleus_1851_2131_19_28.tif,4.0,NIH3T3_2S
NIH3T3_5/12_MN5_488epcam_568vim_D003_nucleus_1944_1697_14_21.tif,10.0,NIH3T3_5
NIH3T3_5S/11_N5_568Vim_D002_nucleus_2018_1392_14_24.tif,8.0,NIH3T3_5S
MCF7_3S/7_M3_488epcam_D003_nucleus_714_554_15_27.tif,11.0,MCF7_3S
NIH3T3_2S/5_N2_568Vim_D002_nucleus_827_1996_18_22.tif,4.0,NIH3T3_2S
MCF7_2S/4_M2_488epcam_D003_nucleus_464_495_16_36.tif,6.0,MCF7_2S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_1547_1129_9_14.tif,7.0,NIH3T3_3S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_2940_1709_21_30.tif,8.0,NIH3T3_5S
NIH3T3_3S/8_N3_568Vim_D003_nucleus_1082_2441_15_23.tif,7.0,NIH3T3_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_197_83_1_7.tif,14.0,MCF7_5S
MCF7_2/6_MN2_488epcam_568vim_D003_nucleus_125_1_11_24.tif,12.0,MCF7_2
NIH3T3_2S/5_N2_568Vim_D003_nucleus_493_1675_2_8.tif,4.0,NIH3T3_2S
NIH3T3_3S/8_N3_568Vim_D003_nucleus_2585_1549_0_9.tif,7.0,NIH3T3_3S
MCF7_5S/10_M5_488epcam_D001_nucleus_435_559_1_14.tif,14.0,MCF7_5S
NIH3T3_5/12_MN5_488epcam_568vim_D003_nucleus_1854_1629_33_44.tif,10.0,NIH3T3_5
NIH3T3_5S/11_N5_568Vim_D003_nucleus_477_1204_15_23.tif,8.0,NIH3T3_5S
NIH3T3_5S/11_N5_568Vim_D001_nucleus_1125_48_4_10.tif,8.0,NIH3T3_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_1136_1592_15_23.tif,14.0,MCF7_5S
MCF7_5S/10_M5_488epcam_D001_nucleus_341_585_2_13.tif,14.0,MCF7_5S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_2916_1613_7_13.tif,7.0,NIH3T3_3S
NIH3T3_3S/8_N3_568Vim_D001_nucleus_2259_414_9_14.tif,7.0,NIH3T3_3S
MCF7_5/12_MN5_488epcam_568vim_D002_nucleus_25_1309_31_43.tif,1.0,MCF7_5
MCF7_5/12_MN5_488epcam_568vim_D002_nucleus_829_2270_0_8.tif,1.0,MCF7_5
NIH3T3_3S/8_N3_568Vim_D002_nucleus_2482_999_0_1.tif,7.0,NIH3T3_3S
NIH3T3_1S/2_N1_568Vim_D001_nucleus_980_1469_31_37.tif,2.0,NIH3T3_1S
NIH3T3_1/3_MN1_488epcam_568vim_D002_nucleus_2703_1250_27_44.tif,9.0,NIH3T3_1
NIH3T3_2/6_MN2_488epcam_568vim_D001_nucleus_181_1151_33_40.tif,13.0,NIH3T3_2
NIH3T3_1S/2_N1_568Vim_D002_nucleus_2118_2387_12_21.tif,2.0,NIH3T3_1S
NIH3T3_5S/11_N5_568Vim_D002_nucleus_251_227_0_5.tif,8.0,NIH3T3_5S
NIH3T3_5/12_MN5_488epcam_568vim_D001_nucleus_2892_178_8_16.tif,10.0,NIH3T3_5
NIH3T3_5S/11_N5_568Vim_D003_nucleus_816_1442_5_14.tif,8.0,NIH3T3_5S
NIH3T3_2/6_MN2_488epcam_568vim_D002_nucleus_1929_921_39_48.tif,13.0,NIH3T3_2
NIH3T3_3/9_MN3_488epcam_568vim_D001_nucleus_2145_2294_1_7.tif,15.0,NIH3T3_3
NIH3T3_1/3_MN1_488epcam_568vim_D002_nucleus_1104_250_28_34.tif,9.0,NIH3T3_1
